Port Key,Address Key,Port Name,Port Type,Port Size,UN/LOCODE,Phone,Fax,800 Number,Email,Web Site
344,3344,Digby,"Pier, Jetty or Wharf",Small,,(902) 245-2437,(902) 245-4172,,portofdigby@portofdigby.ns.ca,www.portofdigby.ns.ca
345,3345,Dingwall,,,,,,,,
346,3346,Don Mills,,,,,,,,
347,3347,Duncan Bay,Seaport,Small,,,,,,
348,3348,Edmonton,,,CAEDM,,,,,
349,3349,Esquimalt,Seaport,Medium,,,,,,
350,3350,Fraser Port,River Port,Medium,,604-665-9500,,,info@vfpa.ca,www.frpa.com
351,3351,Gaspe,Harbor,Small,,,,,,www.tc.gc.ca/quebec/en/port/gaspe.htm
352,3352,Georgetown,Harbor,Small,GYGEO,,,,,
353,3353,Godbout,Harbor,Small,,418 562 2500,418 560 8013,,stq@traversiers.gouv.qc.ca,
354,3354,Goderich,Harbor,Small,,519-524-6600,519-524-1466,800-280-7637,tourism@goderich.ca,www.goderich.ca
355,3355,Gold River,Harbor,Very Small,,250-283-2202,250-283-7500,,villageofgoldriver@cablerocket.com,www.goldriver.ca
356,3356,Goose Bay,"Pier, Jetty or Wharf",Very Small,,,,,,
357,3357,Grand Bank,Harbor,Very Small,,709 832 0255,,,hagrandbank@nf.aibn.com,
358,3358,Grande Anse,,,,,,,,
359,3359,Gros Cacouna,Harbor,Small,,,,,,
360,3360,Halifax,Seaport,Large,CAHAL,902 426-8222,902 426-7335,,,www.portofhalifax.ca
361,3361,Hamilton,Seaport,Medium,NZHLZ,905 525-4330,905 528-6554,800 263-2131,info@hamiltonport.ca,www.hamiltonport.ca
362,3362,Hantsport,"Pier, Jetty or Wharf",Very Small,,,,,,
363,3363,Harbour Breton,Harbor,Small,,,,,,
364,3364,Harbour Grace,Harbor,Small,,709 596 0605,709 596 0613,,hrgrace.hrauth@nf.sympatico.ca,
365,3365,Harmac,,,CAHMC,,,,,
366,3366,Havre St.Pierrehavre,Harbor,Small,,418 538 2717,418 538 3439,,,
367,3367,High River,,,,,,,,
368,3368,Holyrood,Harbor,Small,,,,,,
369,3369,Hull,,,GBHUL,,,,,
370,3370,Iona,Harbor,Small,,,,,,
371,3371,Iqaluit,"Pier, Jetty or Wharf",Small,,,,,,
372,3372,Kelsey Bay,,,,,,,,
373,3373,Kingston,Harbor,Small,JMKIN,,,,,
374,3374,Kingsville,Harbor,Small,CAKVL,519-733-2305,519-733-8108,,,www.town.kingsville.on.ca
375,3375,Kitimat,Seaport,Small,,250-632-8900,250-632-4995,,,www.portofkitimat.com
376,3376,La Have,"Pier, Jetty or Wharf",Very Small,,,,,,
377,3377,Les Escoumins,,,,,,,,
378,3378,Les Mechins,,,,,,,,
379,3379,Lewisporte,Seaport,Small,,709-535-2737,709-535-2695,,info@lewisportecanada.com,www.lewisportecanada.com
380,3380,Little Narrows,Harbor,Very Small,,,,,,
381,3381,Liverpool,Harbor,Small,GBLIV,,,,,
382,3382,Lockeport,Harbor,Small,,902 875 6916,902 656 2449,,,
383,3383,Long Harbour,Harbor,Small,,,,,,
384,3384,Long Pond,Harbor,Small,,,,,,
385,3385,Louisbourg,Harbor,Small,,,,,,
386,3386,Lunenburg,Harbor,Small,,,,,,
387,3387,Main Brook,"Pier, Jetty or Wharf",Very Small,,,,,,
388,3388,Mandeville,,,,,,,,
389,3389,Marathon,"Pier, Jetty or Wharf",Small,,807 229 3632,807 229 3619,,,
390,3390,Marystown,"Pier, Jetty or Wharf",Very Small,,,,,,
391,3391,Matane,,,,,,,,
392,3392,Medicine Hat,,,,,,,,
393,3393,Meteghan,Harbor,Small,,,,,,
394,3394,Michipicoten Harbour,Harbor,Small,,705 856 0606,705 856 9783,,info@superioraggregates.com,www.superioraggregates.com
395,3395,Middle Point,,,,,,,,
396,3396,Midland,Harbor,Small,,705-526-4275,705-526-9971,,info@town.midland.on.ca,www.town.midland.on.ca
397,3397,Mississauga,,,,,,,,
398,3398,Montague,,,,,,,,
399,3399,Montreal,Seaport,Large,CAMTR,(514) 283-7011,(514) 283-0829,,info@port-montreal.com,www.port-montreal.com
400,3400,Mulgrave,Seaport,Small,,902-747-2410,902-747-2453,,timgilfoy@straitsuperport.com,www.straitsuperport.com
401,3401,Nanaimo,Harbor,Small,CANNO,(250) 753-4146,(250) 753-4899,,info@npa.ca,www.npa.ca
402,3402,Nanisivik,,,,,,,,
403,3403,Natashquan,"Pier, Jetty or Wharf",Very Small,,,,,,
404,3404,Newcastle,Harbor,Small,AUNTL,,,,,
405,3405,New Glasgow,Harbor,Small,,,,,,
406,3406,New Richmond,"Pier, Jetty or Wharf",Very Small,,,,,,
407,3407,North Sydney,Harbor,Small,,,,,,
408,3408,Oakville,,,CAOAK,,,,,
409,3409,Ocean Falls,Harbor,Small,,250 289 3859,,,,
410,3410,Oshawa,Harbor,Small,CAOSH,905 576 0400,905 576 5701,,info@portofoshawa.ca,portofoshawa.ca
411,3411,Owen Sound,Harbor,Small,,,,,,
412,3412,Parrsboro,Harbor,Small,,,,,,www.town.parrsboro.ns.ca
413,3413,Parry Sound,Harbor,Small,,705-746-2101,705-746-7461,,mayor@townofparrysound.com,www.town.parry-sound.on.ca
414,3414,Paspebiac,Harbor,Small,,,,,,
415,3415,Penetanguishene,,,,,,,,
416,3416,Penticton,,,,,,,,
417,3417,Pictou,,,,,,,,
418,3418,Pointe-au-Pic,Harbor,Very Small,,,,,,
419,3419,Pointe Noire,,,CGPNR,,,,,
420,3420,Point Tupper,,,,,,,,
421,3421,Port Alfred,,,,,,,,
422,3422,Port Alice,Harbor,Small,,604 284 7745,,,,www.westernpulp.bc.ca
423,3423,Port Aux Barqueport,"Pier, Jetty or Wharf",Small,,250 723 5312,250 723 1114,,info@portalberniportauthority.ca,www.portalberniportauthority.ca
424,3424,Port aux Basques,,,,,,,,
425,3425,Port Cartier,Seaport,Small,,418 766 2000,418 768 2344,,port@qcmines.com,www.qcmines.com
426,3426,Port Hardy,Harbor,Small,,250 949 6332,250 949 6332,,,
427,3427,Port Hawkesbury,Seaport,Medium,,902-747-2410,902-747-2453,,timgilfoy@straitsuperport.com,www.straitsuperport.com
428,3428,Port Hope,Harbor,Small,,905-885-4544,905-885-7698,,admin@porthope.ca,www.porthope.ca
429,3429,Port Medway,"Pier, Jetty or Wharf",Very Small,,,,,,
430,3430,Port Mellon,"Pier, Jetty or Wharf",Small,CAPML,604-884-2575,,,hsppcomments@hspp.ca,www.hspp.ca
431,3431,Portneuf,"Pier, Jetty or Wharf",Very Small,,,,,,
432,3432,Port Saguenay,,,,,,,,
433,3433,Port Stanley,Harbor,Small,FKPSY,,,,,
434,3434,Port Weller,Harbor,Small,,905-641-1932,905-682-4525,,marketing@seaway.ca,www.seaway.ca
435,3435,Powell River,"Pier, Jetty or Wharf",Small,,604-485-8600,604-485-2913,,,www.powellriver.ca
436,3436,Prescott,Seaport,Small,,613-925-4228,,613-925-5022,hennessyr@portofprescott.com,www.portofprescott.com
437,3437,Prince Albert,,,,,,,,
438,3438,Prince Rupert,Seaport,Medium,CAPRR,250 627-8899,250 627-8980,,pcorp@rupertport.com,www.rupertport.com
439,3439,Pugwash,Harbor,Small,,902 243139,,,,
440,3440,Quebec,,,CAQUE,,,,,
441,3441,Quesnel,Seaport,Large,,418-648-3640,418-648-4160,,marketing@portquebec.ca,www.portquebec.ca
442,3442,Red Lake,,,,,,,,
443,3443,Richibucto,Harbor,Small,,506 523 9541,,,,
444,3444,Rimouski,Harbor,Small,,,,,,
445,3445,Riverport,,,,,,,,
446,3446,Roberts Bank,,,,,,,,
447,3447,Saguenay,,,,,,,,
448,3448,Sainte-Anne-des-Monts,,,,,,,,
449,3449,Saint John,Seaport,Medium,,506-636-4869,506-636-4443,,port@sjport.com,www.sjport.com
450,3450,Sarnia,Seaport,Small,CASNI,519 3337 5121,519 344 8894,,harboumaster@sarship.com,
451,3451,Saskatoon,,,CASAK,,,,,
452,3452,Saulte Ste Marie,River Port,Small,,,,,,
453,3453,Sept-Iles,"Pier, Jetty or Wharf",Medium,,418-968-1231,418-962-4445,,portsi@portsi.com,www.portsi.com
454,3454,Shediac,Harbor,Small,,,,,,
455,3455,Sheet Harbour,"Pier, Jetty or Wharf",Very Small,,,,,,
456,3456,Shelburne,Harbor,Small,,,,,shelburnetown@ns.aliantzinc.ca,
457,3457,Sherbrooke,,,,,,,,
458,3458,Shippegan,Harbor,Small,,,,,,
459,3459,Sorel,Seaport,Small,CASOR,,,,,
460,3460,Souris,Harbor,Small,,,,,,
461,3461,Spragge,"Pier, Jetty or Wharf",Very Small,,,,,,
462,3462,Springdale,"Pier, Jetty or Wharf",Small,,709 673 3439,709 673 4969,,springdale.nf@thezone.net,
463,3463,Squamish,Seaport,Small,,604 892 3511,604 892 5623,,ron_anderson@sqterminals.com,www.sqterminals.com
464,3464,St Anthony,"Pier, Jetty or Wharf",Very Small,,,,,,
465,3465,Stephenville,Seaport,Medium,,709-643-5626,709-643-6130,,dale@portofstephenville.ca,www.portofstephenville.ca
466,3466,Stewart,"Pier, Jetty or Wharf",Small,,250-636-2251,250-636-2417,,,www.stewart-hyder.com
467,3467,St John's,Harbor,Medium,,709 738-4782,709 738-4784,,info@sjpa.com,www.sjpa.com
468,3468,St. Lawrence,,,,,,,,
469,3469,St Romuald,"Pier, Jetty or Wharf",Very Small,,,,,,
470,3470,Summerside,Harbor,Small,CASUM,,,,,
471,3471,Sydney,Seaport,Medium,AUSYD,902 564 6882,902 564 0911,,info@sydneyport.ca,www.portofsydney.ca
472,3472,Tahsis,Harbor,Small,,250-934-6344,250-934-6622,,admin@villageoftahsis.com,
473,3473,Texada Island,Harbor,Very Small,CATEX,,,,,
474,3474,Thunder Bay,Seaport,Medium,CATHU,807-345-6400,807-345-9058,,tim@tbport.on.ca,www.portofthunderbay.ca
475,3475,Tillsonburg,,,,,,,,
476,3476,Toronto,Seaport,Medium,CATOR,416-863-2000,416-863-4830,,info@torontoport.com,www.torontoport.com
477,3477,Trenton,,,CATTC,,,,,
478,3478,Trois-Rivieres,,,,,,,,
479,3479,Tuktoyaktuk,"Pier, Jetty or Wharf",Very Small,,,,,,
480,3480,Twillingate,Harbor,Small,,709 884 2096,,,,
481,3481,Valleyfield,Seaport,Small,CAVLF,450-377-6686,450-377 2521,877-375-6686,frank@valport.ca,www.valport.ca
482,3482,Vancouver,Seaport,Large,CAVAN,604-665-9000,604-665-9007,866-284-4271,info@portmetrovancouver.com,www.portmetrovancouver.com
483,3483,Victoria,,,,,,,,
484,3484,Wabush,,,,,,,,
485,3485,Watson Island,,,,,,,,
486,3486,Welland,River Port,Small,,905-641-1932,905-682-4525,,marketing@seaway.ca,www.seaway.ca
487,3487,Weymouth,"Pier, Jetty or Wharf",Very Small,,,,,,
488,3488,Wheatley,,,,,,,,
489,3489,Winchester,,,,,,,,
490,3490,Windsor,River Port,Small,,519-258-5741,519-258-5905,,wpa@portwindsor.com,www.portwindsor.com
491,3491,Winnipeg,,,CAWNP,,,,,
492,3492,Woodfibre,"Pier, Jetty or Wharf",Very Small,,,,,,
493,3493,Yarmouth,Harbor,Small,,902 742 1803,902 742 3107,,dwhiting@swsda.com,www.portofyarmouth.com
494,3494,Porto Grande,,,,,,,,
495,3495,Porto Praia,"Pier, Jetty or Wharf",Very Small,,633341,633899,,Portopraia@enapor.cv,www.enapor.cv
496,3496,Sal Island,,,,,,,,
497,3497,Cayman Brac,,,,,,,,
498,3498,Georgetown,,,GYGEO,,,,,
499,3499,Ancud,,,CLZUD,,,,,
500,3500,Antofagasta,Seaport,Medium,CLANF,56 55 351177,56 55 351101,,fhauck@puertoantofagasta.cl,www.puertoantofagasta.cl
501,3501,Arica,Seaport,Medium,CLARI,56 (58) 202080,56 (58) 202090,,puertoarica@puertoarica.cl,www.puertoarica.cl
502,3502,Balmaceda,,,,,,,,
503,3503,Barquito,,,CLBAR,,,,,
504,3504,Cabo Negro,,,CLCNX,,,,,
505,3505,Caldera,Harbor,Small,CRCAL,,,,,
506,3506,Calderilla,,,,,,,,
507,3507,Caleta Barquito,,,,,,,,
508,3508,Caleta Coloso,,,CLCCL,,,,,
509,3509,Caleta Patillos,,,,,,,,
510,3510,Castro,"Pier, Jetty or Wharf",Very Small,CLWCA,56 65 631200,56 65 631296,,castro@directemar.cl,
511,3511,Chacabuco,,,CLCHB,,,,,
512,3512,Coquimbo,Seaport,Medium,CLCQQ,56 51 313606,56 51 326146,,ptocqq@entelchile.net,www.puertocoquimbo.cl
513,3513,Coronel,"Pier, Jetty or Wharf",Small,CLCNL,56 41 271 1021,56 41 271 1229,,cpcoronel@directemar.cl,
514,3514,Corral,,,CLCRR,,,,,
515,3515,Cruz Grande,,,,,,,,
516,3516,Easter Island,,,,,,,,
517,3517,Guayacan,Harbor,Small,CLGYC,56 51 225151,56 51 208270,,,
518,3518,Huasco,River Port,Small,CLHSO,56 54 531011,56 51 531011,,cphuasco@directemar.cl,
519,3519,Iquique,Seaport,Small,CLIQQ,56 57 400100,56 57 41376,,epi@epi.cl,www.epi.cl
520,3520,Isla de Pascua,"Pier, Jetty or Wharf",Very Small,CLIPC,56 39 222 3222,56 32 220 8020,,,
521,3521,Isla Guarello,,,,,,,,
522,3522,La Chimba Cove,,,,,,,,
523,3523,La Serena,,,,,,,,
524,3524,Lirquen,Seaport,Small,CLLQN,56 41 238 5136,56 41 238 4656,,cplirquen@directemar.cl,
525,3525,Lota,,,,,,,,
526,3526,Magellan Strait Area,,,,,,,,
527,3527,Mejillones,"Pier, Jetty or Wharf",Very Small,CLMJS,56 - 55 357060,,,contacto@mejillones.com,www.mejillones.com
528,3528,Patillos Cove,"Pier, Jetty or Wharf",Small,,56 57 23669,,,,
529,3529,Penco,,,CLPEO,,,,,
530,3530,Port Williams,Harbor,Small,,56 61 621090,56 61 621090,,williams@directemar.cl,
531,3531,Puerto Angamos,,,CLPAG,,,,,
532,3532,Puerto Chacabuco,Harbor,Small,CLPCH,56 67 351139,56 67 351174,,info@chacabucoport.cl,www.portchacabuco.cl
533,3533,Puerto Montt,Seaport,Small,CLPMC,56 65 252247,,,info@empormontt.cl,www.empormontt.cl
534,3534,Puerto Natales,"Pier, Jetty or Wharf",Very Small,CLPNT,,,,,
535,3535,Puerto Ventanas,,,,,,,,
536,3536,Punta Arenas,"Pier, Jetty or Wharf",Very Small,CLPUQ,56 61 221050,56 61 241822,,puntaarenas@directemar.cl,www.epa.co.cl
537,3537,Punta Patache,,,CLPPC,,,,,
538,3538,Quellon,"Pier, Jetty or Wharf",Small,,,,,,
539,3539,Quemchi,"Pier, Jetty or Wharf",Small,CLQMC,,,,,
540,3540,Quintero,Harbor,Small,CLQTV,56 32 930366,56 32 930929,,cpquintero@directemar.cl,
541,3541,San Antonio,Harbor,Medium,USSAT,56 35 586 000,56 35 586 015,,,www.sanantonioport.com
542,3542,San Vicente,,,CLSVE,,,,,
543,3543,Talcahuano,Seaport,Medium,CLTHO,(56-41) 797600,(56-41) 797626,,eportuaria@puertotalcahuano.cl,www.puertotalcahuano.cl
544,3544,Taltal,"Pier, Jetty or Wharf",Small,CLTTC,,,,,
545,3545,Tocopilla,Seaport,Small,CLTOQ,56 55 813279,,,cptocopilla@directemar.cl,
546,3546,Valdivia,River Port,Small,,,,,,
547,3547,Valparaiso,Seaport,Medium,CLVAP,56 32 448800,56 32 224190,,,www.portvalparaiso.cl
548,3548,Anqing,River Port,Small,,86 556 521 7018,86 556 554 2843,,,
549,3549,Anshan,,,,,,,,
550,3550,Baimajing,,,,,,,,
551,3551,Bao'An,,,,,,,,
552,3552,Baotou,,,,,,,,
553,3553,Basuo,Harbor,Small,,86 890 552 2512,86 890 552 1054,,,
554,3554,Bayuquan,,,CNBAY,,,,,
555,3555,Beijiao,,,CNYQS,,,,,
556,3556,Beipei,,,,,,,,
557,3557,Bengbu,River Port,Medium,,,,,,
558,3558,Binhai,,,,,,,,
559,3559,Bohe,,,,,,,,
560,3560,Buji,,,,,,,,
561,3561,Changde,,,,,,,,
562,3562,Changsha,,,CNCSX,,,,,
563,3563,Changshu,"Pier, Jetty or Wharf",Very Small,CNCGU,86 512 5269 5028,86 512 5269 5026,,,
564,3564,Changzhi,,,,,,,,
565,3565,Changzhou,River Port,Small,,86 519 577 0342,86 519 577 0342,,,
566,3566,Chengdu,,,CNCTU,,,,,
567,3567,Chenglingji,River Port,Medium,,86 730 856 1761,,,,
568,3568,Chiwan,Seaport,Large,,86 755 2669 4888,86 755 2669 4297,,,
569,3569,Chizhou,,,,,,,,
570,3570,Chongming,,,,,,,,
571,3571,Chongqing,River Port,Small,CNCKG,,,,,
572,3572,Chuansha,,,,,,,,
573,3573,Dagang,,,CNDAA,,,,,
574,3574,Dalian,Port Terminal,Large,CNDLC,86 411 8262 7147,86 411 8280 7148,,,www.portdalian.com
575,3575,Dandong,River Port,Small,,415 312 2088,415 312 3512,,,www.dandongport.com
576,3576,Daqing,,,,,,,,
577,3577,Dazhong,,,,,,,,
578,3578,Dezhou,,,,,,,,
579,3579,Dianbai,,,,,,,,
580,3580,Dongguan,,,,,,,,
581,3581,Dongshan,Seaport,Small,,,,,,
582,3582,Dongtai,,,,,,,,
583,3583,Dongwan,,,,,,,,
584,3584,Doumen,,,,,,,,
585,3585,Ezhou,,,,,,,,
586,3586,Fangcheng,River Port,Small,,86 770 282 2663,86 770 289 2141,,,
587,3587,Fangcun,,,,,,,,
588,3588,Fengjie,,,,,,,,
589,3589,Foshan,River Port,Small,CNFOS,,,,,
590,3590,Fujin,River Port,Small,,,,,,
591,3591,Fuling,River Port,Small,,,,,,
592,3592,Fushun,,,,,,,,
593,3593,Fuyang,,,,,,,,
594,3594,Fuzhou,,,CNFOC,,,,,
595,3595,Ganzhou,,,,,,,,
596,3596,Gaogang,,,,,,,,
597,3597,Gaoming,,,,,,,,
598,3598,Guangzhou,,,CNCAN,,,,,
599,3599,Guigang,River Port,Medium,CNGUG,86 775 421 5373,86 775 421 5355,,,
600,3600,Guishan,,,,,,,,
601,3601,Haian,Harbor,Small,,,,,,
602,3602,Haikou,Seaport,Medium,CNHAK,,,,,
603,3603,Haimen,Seaport,Small,CNHME,86 576 822 4571,,,,
604,3604,Hangzhou,,,CNHGH,,,,,
605,3605,Harbin,River Port,Medium,,,,,,
606,3606,Hechi,,,,,,,,
607,3607,Hechuan,,,,,,,,
608,3608,Hefei,River Port,Small,,,,,,
609,3609,Heihe,River Port,Small,,86 456 822 3841,,,,
610,3610,Hengyang,,,,,,,,
611,3611,Heshan,,,,,,,,
612,3612,Hong Kong,,,HKHKG,,,,,
613,3613,Huadu,,,CNHDU,,,,,
614,3614,Huaian,,,,,,,,
615,3615,Huaibei,,,,,,,,
616,3616,Huainan,,,,,,,,
617,3617,Huaiyin,,,,,,,,
618,3618,Huanghua,,,,,,,,
619,3619,Huangpu,Seaport,Medium,,,,,,
620,3620,Huangshi,River Port,Small,,86 714 622 4991,,,,
621,3621,Huizhou,Seaport,Medium,,86 752 557 7860,86 752 557 7877,,,
622,3622,Huzhou,,,,,,,,
623,3623,Jiading,,,,,,,,
624,3624,Jiamusi,River Port,Small,,86 454 868 1090,,,,
625,3625,Jiande,,,,,,,,
626,3626,Jiangmen,River Port,Medium,,,,,,www.jmct.com.cn
627,3627,Jiangyin,,,,,,,,
628,3628,Jianhu,,,,,,,,
629,3629,Jiaxing,,,,,,,,
630,3630,Jinan,,,,,,,,
631,3631,Jingdezhen,,,,,,,,
632,3632,Jinhua,,,,,,,,
633,3633,Jinshan,,,,,,,,
634,3634,Jinshi,,,,,,,,
635,3635,Jinzhou,Seaport,Medium,,86 416 312 7123,86 416 312 2419,,,www.jinzhouport.com
636,3636,Jiujiang,,,,,,,,
637,3637,Kaifeng,,,,,,,,
638,3638,Kaiping,,,CNKPN,,,,,
639,3639,Kunming,,,CNKMG,,,,,
640,3640,Kunshan,River Port,Small,,,,,,
641,3641,Laizhou,Harbor,Small,,86 535 278 2350,86 535 278 2028,,,
642,3642,Langfang,,,,,,,,
643,3643,Lanshan,Seaport,Medium,,86 633 843 1046,86 633 843 1033,,,
644,3644,Lanshi,,,CNLSI,,,,,
645,3645,Lanxi,,,,,,,,
646,3646,Lanzhou,,,,,,,,
647,3647,Leliu,,,,,,,,
648,3648,Lianyungang,Seaport,Large,CNLYG,86 518 238 2501,86 518 2382906,,,www.lygport.com.cn
649,3649,Liaoyang,,,,,,,,
650,3650,Lihekou,,,,,,,,
651,3651,Lijiaxiang,,,,,,,,
652,3652,Linjiang,,,,,,,,
653,3653,Linyi,,,,,,,,
654,3654,Liudu,,,,,,,,
655,3655,Liuzhou,River Port,Medium,,,,,,
656,3656,Longkou,Harbor,Small,,86 535 884 2091,86 535 884 1137,,,
657,3657,Longyan,,,,,,,,
658,3658,Maanshan,Seaport,Small,,86 555 284 5474,86 555 284 5474,,,
659,3659,Machong,,,,,,,,
660,3660,Macun,,,,,,,,
661,3661,Maocaojie,,,,,,,,
662,3662,Maoming,,,CNMMI,,,,,
663,3663,Mawan,,,,,,,,
664,3664,Mawei,,,,,,,,
665,3665,Mianyang,,,CNMYG,,,,,
666,3666,Nanchang,River Port,Small,CNKHN,,,,,
667,3667,Nangang,,,CNNGG,,,,,
668,3668,Nanhui,,,,,,,,
669,3669,Nanjing,,,CNNKG,,,,,
670,3670,Nanning,River Port,Medium,CNNNG,,,,,
671,3671,Nansha,,,,,,,,
672,3672,Nantong,Seaport,Medium,,86 513 351 3068,86 513 351 8230,,ntpa@public.nt.js.cn,www.ntport.com.cn
673,3673,Ningbo,Seaport,Medium,CNNGB,86 574 769 5142,86 574 769 5233,,npa_office@nbport.com.cn,www.nbport.com.cn/wps/portal
674,3674,Pinghu,,,,,,,,
675,3675,Pizhou,,,,,,,,
676,3676,Putian,,,CNPUT,,,,,
677,3677,Qingdao,Seaport,Large,CNTAO,86 532 298 2011,86 532 2822878,,president@qdport.com,www.qdport.com
678,3678,Qingpu,,,,,,,,
679,3679,Qingxi,,,,,,,,
680,3680,Qingyuan,,,CNQYN,,,,,
681,3681,Qinhuangdao,Harbor,Small,,86 335 309 3222,86 335 341 5467,,,
682,3682,Quanzhou,River Port,Small,,86 595 2258 2725,86 595 2258 2725,,,
683,3683,Ranlishan,,,,,,,,
684,3684,Rizhao,Seaport,Medium,,86 633 838 2954,86 633 833 8955,,,www.rzport.com
685,3685,Rongcheng,,,,,,,,
686,3686,Rongqi,River Port,Medium,,,,,,
687,3687,Ruili,,,,,,,,
688,3688,Saiqi,,,,,,,,
689,3689,Sanbing,,,,,,,,
690,3690,Sanshan,,,,,,,,
691,3691,Sanshui,,,CNSJQ,,,,,
692,3692,Sanya,Seaport,Small,,86 899 827 4031,86 899 827 4153,,,
693,3693,Shahezi,,,,,,,,
694,3694,Shanghai,Seaport,Very Large,CNSHA,+8621 55333388,+8621 63217936,,contact@portshanghai.com.cn,www.portshanghai.com.cn
695,3695,Shantou,Seaport,Medium,,86 754 893 2345,86 754 885 0425,,,
696,3696,Shanwei,Harbor,Small,,86 660 323 8777,86 660 333 8393,,,
697,3697,Shaoxing,,,,,,,,
698,3698,Shashi,,,,,,,,
699,3699,Shatian,,,CNSIN,,,,,
700,3700,Shekou,Seaport,Large,,86 755 2669 1135,86 755 2668 5859,,,
701,3701,Shenwan,,,CNSNW,,,,,
702,3702,Shenyang,,,,,,,,
703,3703,Shenzhen,,,,,,,,
704,3704,Sheyang,,,,,,,,
705,3705,Shidao,,,,,,,,
706,3706,Shipu,,,,,,,,
707,3707,Shiqiao,,,CNPNY,,,,,
708,3708,Shui Dong,,,,,,,,
709,3709,Shunde,,,,,,,,
710,3710,Sian,,,,,,,,
711,3711,Simao,,,,,,,,
712,3712,Siping,,,,,,,,
713,3713,Songjiang,River Port,Small,,,,,,
714,3714,Suzhou,Harbor,Small,,,,,,
715,3715,Taian,,,,,,,,
716,3716,Taichang,"Pier, Jetty or Wharf",Small,,,,,,
717,3717,Taiping,Harbor,Small,CNTAP,,,,,
718,3718,Taixing,,,,,,,,
719,3719,Taiyuan,,,,,,,,
720,3720,Taizhou,,,CNTZO,,,,,
721,3721,Tanggu,,,,,,,,
722,3722,Tangshan,Harbor,Small,,86 315 291 4059,86 315 291 4287,,,
723,3723,Tianjin,Seaport,Large,CNTSN,86 22 2570 5239,86 22 2570 9747,,wsc@tianjinport.ptacn.com,www.ptacn.com
724,3724,Tianzhen,,,,,,,,
725,3725,Tieling,,,,,,,,
726,3726,Tongjiang,River Port,Very Small,,86 454 292 2154,,,,
727,3727,Tongling,,,,,,,,
728,3728,Tongshan,,,,,,,,
729,3729,Wanding,,,,,,,,
730,3730,Wanxian,,,,,,,,
731,3731,Wanzai,,,CNWAZ,,,,,
732,3732,Weihai,,,CNWEI,,,,,
733,3733,Weitang,,,,,,,,
734,3734,Weitou,,,,,,,,
735,3735,Weizhou Marine Terminal,,,,,,,,
736,3736,Wenzhou,Ferry,Medium,CNWNZ,86 577 8819 2999,86 577 8818 6775,,office@wzport.com,www.wzport.com
737,3737,Wuhan,River Port,Medium,CNWUH,86-27-82824776,,,jtb@wuhanport.com,www.wuhanport.com
738,3738,Wuhu,River Port,Medium,,86 553 383 9153,86 553 381 1064,,,
739,3739,Wutong,,,,,,,,
740,3740,Wuxi,,,,,,,,
741,3741,Wuxue,,,,,,,,
742,3742,Wuzhou,River Port,Medium,,,,,,
743,3743,Xiahai,,,,,,,,
744,3744,Xialong,,,,,,,,
745,3745,Xiamen,Seaport,Medium,CNXMN,86 592 561 4889,86 592 561 2682,,xpgco@public.xm.fj.cn,www.portxiamen.com.cn
746,3746,Xian,,,,,,,,
747,3747,Xiangtan,,,,,,,,
748,3748,Xianyang,,,,,,,,
749,3749,Xiaogan,,,,,,,,
750,3750,Xiaolan,,,CNXIL,,,,,
751,3751,Xiaopu,,,,,,,,
752,3752,Xiaoshan,River Port,Small,,,,,,
753,3753,Xiashi,,,,,,,,
754,3754,Xidi,,,,,,,,
755,3755,Xijiang Marine Terminal,,,,,,,,
756,3756,Xinfeng,,,CNXAB,,,,,
757,3757,Xingang,,,CNXGG,,,,,
758,3758,Xinghua,,,,,,,,
759,3759,Xingyi,,,,,,,,
760,3760,Xinhui,,,,,,,,
761,3761,Xinxiang,,,,,,,,
762,3762,Xiuyu,,,,,,,,
763,3763,Xuzhou,River Port,Small,,,,,,
764,3764,Yangjiang,,,,,,,,
765,3765,Yangpu,Seaport,Small,,86 890 882 2292,86 890 882 2292,,,
766,3766,Yangshan,,,CNYAN,,,,,
767,3767,Yangzhou,Seaport,Small,,,,,,www.yangzhou.gov.cn
768,3768,Yantai,Seaport,Medium,CNYTG,86 535 674 2134,86 535 624 1892,,ytport@yantaiport.com.cn,www.yantaiport.com.cn
769,3769,Yantian,Seaport,Large,,86 755 8379 7111,86 755 8379 7138,,,www.yantian-port.com
770,3770,Yibin,,,,,,,,
771,3771,Yichang,River Port,Small,CNYIC,,,,,
772,3772,Yingkou,Seaport,Small,,86 417 625 1778,86 417 625 1523,,,
773,3773,Yining,,,,,,,,
774,3774,Yiyang,,,,,,,,
775,3775,Yizheng,,,,,,,,
776,3776,Yuanjiang,,,,,,,,
777,3777,Yunfu,,,CNYNF,,,,,
778,3778,Zaozhuang,,,,,,,,
779,3779,Zhangjiagang,Seaport,Medium,CNZJG,86 512 5833 1701,86 512 5833 2473,,,
780,3780,Zhangwan,,,,,,,,
781,3781,Zhangzhou,Seaport,Small,,86 596 203 3980,,,,
782,3782,Zhanjiang,Seaport,Medium,,86 759 225 5516,86 759 228 0814,,zjport@163.net,www.zjport.com
783,3783,Zhaoqing,River Port,Small,,,,,,
784,3784,Zhapu,Seaport,Small,,86 573 552 2035,86 573 552 2035,,,
785,3785,Zhengzhou,,,,,,,,
786,3786,Zhenjiang,River Port,Small,,86 511 527 4892,86 511 257 7837,,,
